DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8479130,1,1,1,2,30,1,346.657166375518,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479131,1,1,1,1,47,1,450.678355138422,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479132,1,1,1,1,75,1,540.17733811843,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8479132,2,1,2,2,60,2,540.17733811843,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479133,1,1,1,1,63,1,583.803128331051,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479134,1,1,1,2,44,1,369.500608102714,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,2,2,2,1,80,2,2,,,,,2,1
8479134,2,1,2,1,70,5,369.500608102714,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479135,1,1,1,1,53,1,31.4707670003223,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479135,2,1,2,2,37,2,31.4707670003223,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479135,3,1,3,1,17,3,31.4707670003223,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,2,1,1,2,2,1,3,
8479135,4,1,4,2,12,3,31.4707670003223,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8479135,5,1,5,2,66,14,31.4707670003223,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479135,6,1,6,2,63,14,31.4707670003223,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479136,1,1,1,1,70,1,25.2978485963847,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479136,2,1,2,2,67,2,25.2978485963847,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479136,3,1,3,2,44,3,25.2978485963847,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479136,4,1,4,1,37,3,25.2978485963847,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479136,5,1,5,2,32,8,25.2978485963847,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479137,1,1,1,1,98,1,16.0029336830865,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479137,2,1,2,2,96,2,16.0029336830865,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479138,1,1,1,1,67,1,31.1058196463414,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479138,2,1,2,2,63,2,31.1058196463414,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479138,3,1,3,1,30,3,31.1058196463414,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479138,4,1,4,1,69,7,31.1058196463414,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8479139,1,1,1,1,50,1,27.8155307331024,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479140,1,1,1,1,48,1,29.7035983457688,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479140,2,1,2,2,33,2,29.7035983457688,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479140,3,1,3,2,2,3,29.7035983457688,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479141,1,1,1,1,86,1,18.5812807543918,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479142,1,1,1,1,32,1,40.4041663582999,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479142,2,1,2,2,21,2,40.4041663582999,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479142,3,1,3,1,6,3,40.4041663582999,1,2,NA,NA,NA,NA,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479142,4,1,4,1,1,3,40.4041663582999,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479143,1,1,1,1,63,1,21.4877974624602,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479143,2,1,2,2,40,2,21.4877974624602,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479143,3,1,3,1,14,3,21.4877974624602,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,NA,1,1,2,2,2,3,
8479144,1,1,1,1,50,1,24.0594747948667,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479145,1,1,1,1,30,1,24.0594747948667,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479146,1,1,1,1,44,1,24.0594747948667,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479147,1,1,1,1,46,1,24.0594747948667,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479148,1,1,1,1,35,1,24.0594747948667,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479149,1,1,1,1,60,1,18.5812807543918,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479150,1,1,1,1,39,1,845.164327075232,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479150,2,1,2,2,33,2,845.164327075232,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479150,3,1,3,1,11,3,845.164327075232,1,2,NA,NA,NA,NA,1,NA,NA,3,6,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479150,4,1,4,2,8,3,845.164327075232,1,2,NA,NA,NA,NA,1,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479151,1,1,1,1,30,1,54.8800116772764,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479151,2,1,2,1,10,3,54.8800116772764,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479152,1,1,1,2,84,1,12.7957783739294,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479153,1,1,1,2,45,1,167.886465524329,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479153,2,1,2,2,15,3,167.886465524329,1,2,NA,NA,NA,NA,1,NA,NA,4,10,1,2,2,2,NA,NA,2,1,1,2,2,1,3,
8479153,3,1,3,1,11,3,167.886465524329,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479153,4,1,4,1,9,3,167.886465524329,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479154,1,1,1,1,38,1,127.890573197221,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479154,2,1,2,2,32,2,127.890573197221,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479154,3,1,3,2,2,3,127.890573197221,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479155,1,1,1,1,58,1,55.2073227028687,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479155,2,1,2,2,54,7,55.2073227028687,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479156,1,1,1,1,28,1,101.337536956886,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479156,2,1,2,2,28,2,101.337536956886,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479156,3,1,3,2,9,3,101.337536956886,1,2,NA,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479156,4,1,4,2,7,3,101.337536956886,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479157,1,1,1,2,37,1,79.8544264489663,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,1,2,2,2,,,,,2,1
8479157,2,1,2,1,60,2,79.8544264489663,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479157,3,1,3,1,62,9,79.8544264489663,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,2,NA,2,2,,,,,4,
8479158,1,1,1,1,22,1,77.7820646316399,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479158,2,1,2,2,22,2,77.7820646316399,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479158,3,1,3,1,8,3,77.7820646316399,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479158,4,1,4,1,0,3,77.7820646316399,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479159,1,1,1,1,55,1,62.5116398176669,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479159,2,1,2,2,49,2,62.5116398176669,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479159,3,1,3,2,17,3,62.5116398176669,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479159,4,1,4,2,13,3,62.5116398176669,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8479159,5,1,5,1,10,3,62.5116398176669,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479160,1,1,1,1,65,1,108.911549441435,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479160,2,1,2,2,61,2,108.911549441435,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479160,3,1,3,1,29,3,108.911549441435,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,8,2,2,,,,,2,1
8479161,1,1,1,1,29,1,101.337536956886,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479161,2,1,2,2,28,2,101.337536956886,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479161,3,1,3,2,8,3,101.337536956886,1,2,NA,NA,NA,NA,1,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479161,4,1,4,2,4,3,101.337536956886,1,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479162,1,1,1,2,62,1,54.5618906644188,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479162,2,1,2,1,24,3,54.5618906644188,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479162,3,1,3,2,22,3,54.5618906644188,1,2,NA,NA,NA,NA,1,NA,NA,7,1,1,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479163,1,1,1,1,60,1,84.648531204108,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479163,2,1,2,2,60,2,84.648531204108,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479163,3,1,3,1,23,3,84.648531204108,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479164,1,1,1,1,77,1,59.1890868375058,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479165,1,1,1,1,66,1,72.3080541193322,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479165,2,1,2,2,43,2,72.3080541193322,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479165,3,1,3,2,3,4,72.3080541193322,1,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479246,1,1,1,2,52,1,1478.05578302242,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479246,2,1,2,1,24,3,1478.05578302242,1,1,1,NA,NA,NA,1,8,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479246,3,1,3,1,18,3,1478.05578302242,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,2,NA,2,2,,,,,6,1
8479246,4,1,4,1,14,3,1478.05578302242,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,NA,1,1,2,2,2,3,1
8479260,1,1,1,1,36,1,1247.58197787675,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479260,2,1,2,2,36,2,1247.58197787675,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8479260,3,1,3,2,7,3,1247.58197787675,1,2,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479260,4,1,4,2,7,3,1247.58197787675,1,2,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479260,5,1,5,2,61,6,1247.58197787675,2,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479271,1,1,1,2,76,1,342.607461678281,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479272,1,1,1,1,77,1,38.7791666323321,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479272,2,1,2,2,71,2,38.7791666323321,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479273,1,1,1,1,66,1,38.7791666323321,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479273,2,1,2,2,87,5,38.7791666323321,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479273,3,1,3,1,35,9,38.7791666323321,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479274,1,1,1,1,67,1,38.7791666323321,1,2,NA,NA,NA,NA,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479274,2,1,2,2,55,2,38.7791666323321,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479274,3,1,3,1,36,3,38.7791666323321,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479275,1,1,1,1,42,1,71.871642797989,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479275,2,1,2,2,39,2,71.871642797989,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479275,3,1,3,2,18,3,71.871642797989,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,5,2,2,,,,,4,1
8479275,4,1,4,2,15,3,71.871642797989,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,2,3,1
8479276,1,1,1,1,64,1,38.7791666323321,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8479276,2,1,2,2,89,5,38.7791666323321,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8479277,1,1,1,2,59,1,41.1942087058601,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479278,1,1,1,1,77,1,58.9385310156427,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479279,1,1,1,2,68,1,38.7791666323321,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479279,2,1,2,1,75,2,38.7791666323321,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479280,1,1,1,2,80,1,38.7791666323321,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479280,2,1,2,1,73,2,38.7791666323321,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479280,3,1,3,1,35,4,38.7791666323321,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479281,1,1,1,1,79,1,58.9385310156427,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479282,1,1,1,1,71,1,58.9385310156427,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479283,1,1,1,2,69,1,41.1942087058601,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479284,1,1,1,2,52,1,38.7791666323321,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,1,8,2,2,,,,,4,1
8479284,2,1,2,1,61,2,38.7791666323321,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,1,8,2,2,,,,,2,
8479285,1,1,1,1,65,1,58.9385310156427,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8479286,1,1,1,1,44,1,387.537048728039,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479286,2,1,2,2,39,2,387.537048728039,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479288,1,1,1,2,24,1,415.006987916357,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8479289,1,1,1,2,59,1,342.607461678281,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479290,1,1,1,2,65,1,342.607461678281,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479291,1,1,1,2,62,1,305.260854284461,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479291,2,1,2,2,84,5,305.260854284461,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,1
8479292,1,1,1,2,34,1,39.3309551842417,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479292,2,1,2,2,14,3,39.3309551842417,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8479293,1,1,1,1,72,1,193.531736250777,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,
8479294,1,1,1,2,31,1,648.458713459437,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479295,1,1,1,2,44,1,112.674450633995,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479296,1,1,1,2,45,1,77.6801828626528,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479296,2,1,2,2,25,3,77.6801828626528,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479296,3,1,3,1,17,3,77.6801828626528,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8479297,1,1,1,2,27,1,588.357661968074,1,1,1,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479298,1,1,1,1,47,1,648.056439028921,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479299,1,1,1,2,73,1,654.055565849178,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8479300,1,1,1,1,78,1,415.45863944992,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479300,2,1,2,2,36,3,415.45863944992,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8479300,3,1,3,1,14,4,415.45863944992,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8479301,1,1,1,2,55,1,396.754239115449,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479301,2,1,2,1,73,2,396.754239115449,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8479301,3,1,3,2,24,3,396.754239115449,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479302,1,1,1,1,39,1,1052.90035463992,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479302,2,1,2,2,32,2,1052.90035463992,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479302,3,1,3,1,16,3,1052.90035463992,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8479302,4,1,4,1,10,3,1052.90035463992,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479302,5,1,5,1,8,3,1052.90035463992,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479302,6,1,6,2,5,3,1052.90035463992,1,2,NA,NA,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8479302,7,1,7,2,1,3,1052.90035463992,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8479303,1,1,1,1,78,1,399.329908127238,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479303,2,1,2,2,75,2,399.329908127238,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8479304,1,1,1,2,64,1,249.50598618313,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479305,1,1,1,2,84,1,245.587893498252,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8479305,2,1,2,1,61,2,245.587893498252,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479306,1,1,1,2,54,1,362.916906291544,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8479306,2,1,2,2,34,3,362.916906291544,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479306,3,1,3,2,15,4,362.916906291544,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,2,2,2,NA,NA,2,1,1,2,2,2,3,1
8479306,4,1,4,2,11,4,362.916906291544,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,1
8479307,1,1,1,2,62,1,199.498247951061,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8479307,2,1,2,1,62,2,199.498247951061,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8479307,3,1,3,2,40,3,199.498247951061,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,8,2,2,,,,,2,1
