DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P5010	P8526	P8530	FEX_C	ALFABETISMO	LOGRO_EDUCATIVO	INASISTENCIA_ESCOLAR	REZAGO_ESCOLAR	ATENCION_INTEGRAL	TRABAJO_INFANTIL	DESEMPLEO_LARGA_DURACION	EMPLEO_FORMAL	ASEGURAMIENTO_SALUD	BARRERAS_ACCESO_SALUD	PERIODO	REGION	PERSONAS	ACUEDUCTO	ALCANTARILLADO	PISOS	PAREDES	P5010_imp	HACINAMIENTO	IPM	POBRE	FEXP
2974873	1	1	1	1	1	1558.18078548578	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	1558.18078548578
2974874	1	1	3	1	1	1523.48863221554	0	0	0	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	3	0	0.15	0	6093.95452886214
2974875	1	1	2	1	1	991.833829985406	0	1	1	1	0	0	0	1	0	0	20140939	3	5	0	0	0	0	2	0	0.3	0	4959.16914992703
2974876	1	1	2	1	1	928.018166999621	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	2784.05450099886
2974877	1	1	2	1	1	718.989915871581	0	1	0	1	0	0	0	1	0	0	20140939	1	5	0	0	0	0	2	0	0.25	0	3594.9495793579
2974878	1	1	2	1	1	957.667096156041	0	0	0	0	0	0	1	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	2873.00128846812
2974879	1	1	1	1	1	704.420149507437	0	0	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	1	1	0.14	0	2113.26044852231
2974880	1	1	1	2	1	704.420149507437	0	1	0	0	0	0	0	1	0	0	20140939	1	3	0	1	0	0	1	1	0.28	0	2113.26044852231
2974881	1	1	2	1	1	1253.09004200883	0	0	0	0	0	0	1	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	3759.27012602649
2974882	1	1	2	1	1	1269.92415171651	0	0	0	1	0	0	0	0	0	0	20140939	2	2	0	0	0	0	2	0	0.05	0	2539.84830343302
2974883	1	1	3	1	1	829.693870651333	0	1	0	0	0	0	0	0	0	0	20140939	3	4	0	0	0	0	3	0	0.1	0	3318.77548260533
2974884	1	1	3	1	1	997.956896406401	0	0	0	1	0	0	0	1	0	0	20140939	3	7	0	0	0	0	3	0	0.15	0	6985.69827484481
2974885	1	1	2	1	1	851.580228987188	0	0	0	0	0	0	0	1	1	0	20140939	1	4	0	0	0	0	2	0	0.2	0	3406.32091594875
2974886	1	1	2	1	1	666.627708222642	0	0	0	0	0	0	0	1	1	0	20140939	1	7	0	0	0	0	2	1	0.24	0	4666.39395755849
2974887	1	1	3	1	1	1278.32772217174	0	0	0	1	0	0	0	1	0	0	20140939	2	3	0	0	0	0	3	0	0.15	0	3834.98316651521
2974888	1	1	3	1	1	771.464818853734	0	1	0	1	0	0	0	1	0	0	20140939	1	8	0	0	0	0	3	0	0.25	0	6171.71855082988
2974889	1	1	3	1	1	902.588921906782	0	0	0	0	0	0	0	1	1	0	20140939	3	5	0	0	0	0	3	0	0.2	0	4512.94460953391
2974890	1	1	2	1	1	1255.16602607221	0	0	0	1	1	0	0	1	1	0	20140939	3	4	0	0	0	0	2	0	0.3	0	5020.66410428885
2974891	1	1	1	1	1	898.352737397566	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	898.352737397566
2974892	1	1	3	1	1	890.398477335158	0	0	0	0	0	0	0	0	0	0	20140939	3	5	0	0	0	0	3	0	0	0	4451.99238667579
2974893	1	1	4	1	1	985.727163499155	0	0	0	0	0	0	0	1	0	0	20140939	3	5	0	0	0	0	4	0	0.1	0	4928.63581749578
2974894	1	1	1	1	1	920.482184539818	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	920.482184539818
2974896	1	1	1	1	1	1176.77338950047	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	1176.77338950047
2974897	1	1	2	1	1	1404.69499403594	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	4214.08498210783
2974898	1	1	1	1	1	1018.48116954907	0	1	0	0	0	0	0	0	0	0	20140939	3	2	0	0	0	0	1	0	0.1	0	2036.96233909815
2974899	1	1	1	1	1	692.047280655884	0	0	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	1	0	0.1	0	1384.09456131177
2974900	1	1	1	1	1	898.352737397566	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	898.352737397566
2974901	1	1	3	1	1	2499.52671044628	0	0	0	0	0	0	0	1	0	0	20140939	2	5	0	0	0	0	3	0	0.1	0	12497.6335522314
2974902	1	1	1	1	1	898.352737397566	0	0	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	898.352737397566
2974903	1	1	1	1	1	1176.77338950047	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	1176.77338950047
2974904	1	1	3	1	1	931.745189639654	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	3	0	0	0	2795.23556891896
2974905	1	1	2	1	1	832.580534207464	0	1	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	2	0	0.2	0	2497.74160262239
2974906	1	1	3	1	1	918.777809511733	0	0	0	0	0	0	0	0	0	0	20140939	3	5	0	0	0	0	3	0	0	0	4593.88904755867
2974907	1	1	1	1	1	142.846804695504	1	1	0	1	0	1	0	1	0	0	20140939	3	6	0	0	0	0	1	1	0.44	1	857.080828173024
2974908	1	1	1	1	1	750.162531657829	0	0	0	0	0	0	0	0	0	0	20140939	3	2	0	0	0	0	1	0	0	0	1500.32506331566
2974909	1	1	2	2	6	309.810228608586	0	1	0	0	0	0	0	1	1	0	20140939	2	2	1	0	1	0	2	0	0.38	1	619.620457217173
2974910	1	1	2	1	1	849.559569046205	0	1	0	1	0	0	0	1	0	0	20140939	2	5	0	0	0	0	2	0	0.25	0	4247.79784523102
2974911	1	1	2	1	1	855.185997618646	0	0	0	0	1	0	0	0	0	0	20140939	2	4	0	0	0	0	2	0	0.05	0	3420.74399047458
2974912	1	1	2	1	1	95.4843215747263	0	1	0	1	0	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.25	0	381.937286298905
2974913	1	1	3	1	10	534.649438094606	0	0	0	1	0	0	0	1	0	0	20140939	2	5	0	0	0	0	3	0	0.15	0	2673.24719047303
2974914	1	1	3	1	1	82.5881022865443	0	0	0	1	0	0	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.15	0	330.352409146177
2974915	1	1	2	6	6	559.985566331133	0	1	0	1	1	0	0	1	0	1	20140939	2	6	1	1	1	0	2	0	0.52	1	3359.9133979868
2974916	1	1	4	1	1	406.81266781153	0	1	0	0	0	0	0	1	0	0	20140939	4	4	0	0	0	0	4	0	0.2	0	1627.25067124612
2974917	1	1	1	1	1	439.506542141248	0	0	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.1	0	879.013084282496
2974918	1	1	2	1	1	67.7097639131851	1	1	0	0	0	0	0	0	0	1	20140939	3	3	0	0	0	0	2	0	0.3	0	203.129291739555
2974919	1	1	2	1	1	105.180667546968	0	1	0	0	0	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.2	0	420.722670187872
2974920	1	1	1	1	1	570.475730184856	0	0	0	0	0	0	1	1	1	0	20140939	4	1	0	0	0	0	1	0	0.3	0	570.475730184856
2974921	1	1	4	1	1	411.522569365582	0	0	0	1	0	0	0	1	0	0	20140939	4	7	0	0	0	0	4	0	0.15	0	2880.65798555907
2974922	1	1	1	1	1	1128.63031697231	0	0	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	1	0	0.1	0	2257.26063394462
2974923	1	1	1	1	1	1473.34644604956	0	0	0	0	0	0	0	0	0	0	20140939	3	1	0	0	0	0	1	0	0	0	1473.34644604956
2974924	1	1	2	1	1	292.589074531188	0	0	0	0	0	0	1	1	0	0	20140939	4	3	0	0	0	0	2	0	0.2	0	877.767223593563
2974925	1	1	1	1	1	1510.20574425947	0	0	0	0	0	0	0	0	0	0	20140939	2	2	0	0	0	0	1	0	0	0	3020.41148851894
2974926	1	1	3	1	1	1109.31606036055	0	1	0	0	0	1	0	1	0	1	20140939	2	6	0	0	0	0	3	0	0.35	1	6655.89636216332
2974927	1	1	2	1	1	986.410469850696	0	0	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.1	0	1972.82093970139
2974928	1	1	2	1	1	1316.34131542145	0	0	0	0	0	1	0	1	0	1	20140939	3	2	0	0	0	0	2	0	0.25	0	2632.68263084289
2974931	1	1	1	1	1	721.126640500289	0	1	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.3	0	721.126640500289
2974932	1	1	2	1	1	648.77522066097	0	0	0	1	0	0	0	0	0	0	20140939	2	3	0	0	0	0	2	0	0.05	0	1946.32566198291
2974932	2	1	1	1	1	648.77522066097	0	0	0	1	0	0	0	1	1	0	20140939	2	2	0	0	0	0	1	0	0.25	0	1297.55044132194
2974933	1	1	3	1	1	2331.82993588795	0	0	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	3	0	0.1	0	9327.31974355181
2974934	1	1	2	1	1	1077.22766290873	0	0	0	0	0	0	0	1	1	1	20140939	3	4	0	0	0	0	2	0	0.3	0	4308.91065163494
2974936	1	1	2	1	1	1565.08257443453	0	0	0	1	0	0	0	0	0	0	20140939	3	4	0	0	0	0	2	0	0.05	0	6260.33029773812
2974937	1	1	1	1	1	339.338663217249	0	1	0	0	0	0	1	1	0	0	20140939	4	2	0	0	0	0	1	0	0.3	0	678.677326434497
2974938	1	1	3	1	1	2344.95251927552	0	0	0	0	0	0	0	0	0	0	20140939	2	5	0	0	0	0	3	0	0	0	11724.7625963776
2974939	1	1	3	1	1	699.024500517172	0	0	0	0	0	0	0	1	0	0	20140939	4	4	0	0	0	0	3	0	0.1	0	2796.09800206869
2974939	2	1	1	1	1	699.024500517172	0	0	0	0	0	0	0	0	0	0	20140939	4	1	0	0	0	0	1	0	0	0	699.024500517172
2974941	1	1	2	1	1	1027.21440356893	0	1	0	1	0	1	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.3	0	2054.42880713787
2974942	1	1	1	1	1	1101.23561259542	0	0	0	0	0	0	0	0	0	0	20140939	3	1	0	0	0	0	1	0	0	0	1101.23561259542
2974943	1	1	2	1	1	1162.57160810002	0	0	0	1	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0.05	0	3487.71482430005
2974944	1	1	2	1	1	285.193980441699	0	1	0	0	0	0	0	0	0	0	20140939	4	2	0	0	0	0	2	0	0.1	0	570.387960883398
2974945	1	1	2	1	1	601.443200273169	0	1	0	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	2	0	0.2	0	1804.32960081951
2974946	1	1	2	1	1	79.470562646915	0	1	1	0	0	1	0	1	1	0	20140939	3	4	0	0	0	0	2	0	0.4	1	317.88225058766
2974947	1	1	2	1	1	359.586029845854	0	1	0	0	0	0	0	1	0	0	20140939	9	2	0	0	0	0	2	0	0.2	0	719.172059691709
2974948	1	1	2	1	1	353.440673554002	0	0	0	0	1	0	0	1	0	0	20140939	9	3	0	0	0	0	2	0	0.15	0	1060.32202066201
2974949	1	1	3	1	1	891.754740181709	0	1	0	1	0	1	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.3	0	3567.01896072683
2974950	1	1	2	1	1	962.954488858802	0	0	0	0	0	0	0	1	1	0	20140939	3	3	0	0	0	0	2	0	0.2	0	2888.86346657641
2974951	1	1	1	1	1	735.310843814555	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.2	0	1470.62168762911
2974952	1	1	2	1	1	750.857651667333	0	0	0	0	0	0	0	1	0	1	20140939	3	3	0	0	0	0	2	0	0.2	0	2252.572955002
2974953	1	1	3	1	1	198.809235391771	0	0	0	0	0	0	0	1	0	0	20140939	9	4	0	0	0	0	3	0	0.1	0	795.236941567084
2974954	1	1	1	1	1	657.044976893388	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	657.044976893388
2974955	1	1	1	1	1	882.836360904855	0	0	0	0	0	0	0	1	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	882.836360904855
2974956	1	1	1	1	1	816.309634890039	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	1	1	0.24	0	2448.92890467012
2974957	1	1	2	1	1	198.809235391771	0	0	0	0	0	0	0	0	0	0	20140939	9	2	0	0	0	0	2	0	0	0	397.618470783542
2974958	1	1	2	1	1	1300.20610597033	0	1	0	1	1	0	1	1	0	0	20140939	3	3	0	0	0	0	2	0	0.4	1	3900.61831791099
2974959	1	1	2	1	1	994.019021319978	0	1	0	1	0	0	0	0	0	0	20140939	3	4	0	0	0	0	2	0	0.15	0	3976.07608527991
2974961	1	1	1	1	1	977.677235830835	0	0	0	0	0	0	1	1	0	1	20140939	3	2	0	0	0	0	1	0	0.3	0	1955.35447166167
2974962	1	1	2	1	1	209.533460538477	0	0	0	0	0	0	0	0	0	0	20140939	9	3	0	0	0	0	2	0	0	0	628.600381615431
2974963	1	1	2	1	1	377.707633305773	0	0	0	0	1	0	0	0	0	0	20140939	9	4	0	0	0	0	2	0	0.05	0	1510.83053322309
2974964	1	1	2	1	1	787.3188117051	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.2	0	2361.9564351153
2974965	1	1	2	2	1	939.559273487535	0	0	0	1	0	0	0	1	0	0	20140939	1	8	0	1	0	0	2	1	0.23	0	7516.47418790028
2974966	1	1	1	1	1	1066.42864298091	0	1	0	0	0	0	0	0	0	1	20140939	3	2	0	0	0	0	1	0	0.2	0	2132.85728596182
2974967	1	1	1	1	1	686.754604445157	0	1	0	0	0	0	1	1	0	0	20140939	3	1	0	0	0	0	1	0	0.3	0	686.754604445157
2974968	1	1	3	1	1	474.317134712264	0	0	1	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	3	0	0.15	0	1422.95140413679
2974969	1	1	2	1	1	816.309634890039	0	1	0	1	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.25	0	2448.92890467012
2974970	1	1	2	2	1	747.606501398052	1	1	0	0	0	0	0	1	0	0	20140939	1	3	0	1	0	0	2	0	0.34	1	2242.81950419416
2974971	1	1	1	2	1	619.446116698025	0	1	0	0	0	0	0	0	0	0	20140939	1	3	0	1	1	0	1	1	0.22	0	1858.33835009408
2974972	1	1	1	1	1	930.854467045006	0	1	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.3	0	930.854467045006
2974973	1	1	2	1	1	650.022104517943	0	0	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.1	0	1300.04420903589
2974974	1	1	1	1	1	721.126640500289	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	721.126640500289
2974975	1	1	2	2	1	756.245869223013	0	0	0	1	0	0	0	1	0	0	20140939	1	5	0	1	1	0	2	0	0.23	0	3781.22934611507
2974976	1	1	1	1	1	2750.52904320394	0	0	0	0	0	0	0	1	1	0	20140939	2	2	0	0	0	0	1	0	0.2	0	5501.05808640788
2974977	1	1	1	1	1	1042.1521473416	0	1	0	0	0	0	1	0	0	0	20140939	3	1	0	0	0	0	1	0	0.2	0	1042.1521473416
2974978	1	1	2	1	1	826.709472621404	0	0	0	0	0	0	0	0	0	0	20140939	3	2	0	0	0	0	2	0	0	0	1653.41894524281
2974979	1	1	1	2	1	318.825595878437	0	1	0	0	0	0	1	1	0	0	20140939	9	2	0	0	0	0	1	0	0.3	0	637.651191756874
2974980	1	1	2	1	1	1018.48116954907	0	1	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	0	2	0	0.3	0	2036.96233909815
2974982	1	1	2	1	1	1165.06805282662	0	1	0	0	0	0	0	1	1	0	20140939	3	2	0	0	0	0	2	0	0.3	0	2330.13610565325
2974983	1	1	1	2	1	679.792996660856	0	0	0	0	0	0	0	1	0	0	20140939	1	4	0	1	0	0	1	1	0.18	0	2719.17198664342
2974983	2	1	1	2	1	679.792996660856	0	1	0	0	0	0	1	1	0	0	20140939	1	2	0	1	0	0	1	0	0.34	1	1359.58599332171
2974985	1	1	2	2	1	715.266302482561	1	1	0	1	0	0	0	1	0	0	20140939	1	8	0	1	0	0	2	1	0.43	1	5722.13041986049
2974986	1	1	2	1	1	2778.74877590572	0	0	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.1	0	11114.9951036229
2974987	1	1	2	2	1	860.611090486356	0	1	0	1	1	0	0	1	0	0	20140939	1	11	0	1	0	0	2	1	0.38	1	9466.72199534992
2974989	1	1	1	1	1	1042.1521473416	0	1	0	0	0	0	0	0	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	1042.1521473416
2974990	1	1	1	1	1	1100.89864070126	0	1	0	1	0	0	0	1	0	0	20140939	3	3	0	0	0	0	1	1	0.29	0	3302.69592210377
2974991	1	1	2	1	1	1044.76174664462	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	3134.28523993387
2974992	1	1	3	2	1	369.935935607074	0	1	0	0	1	0	0	1	1	0	20140939	1	10	0	0	0	0	3	1	0.39	1	3699.35935607074
2974993	1	1	1	1	1	2078.26935191354	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	1	1	0.24	0	6234.80805574063
2974994	1	1	1	2	1	692.047280655884	1	1	0	0	0	0	0	1	0	0	20140939	1	2	0	1	0	0	1	0	0.34	1	1384.09456131177
2974995	1	1	2	1	1	1470.6087007924	0	0	0	0	1	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.15	0	4411.82610237721
2974996	1	1	1	1	1	1193.11991055103	0	0	0	0	0	0	0	1	1	0	20140939	3	1	0	0	0	0	1	0	0.2	0	1193.11991055103
2974997	1	1	4	1	1	1090.82031417087	0	1	0	1	0	0	0	1	0	0	20140939	3	5	0	0	0	0	4	0	0.25	0	5454.10157085437
2974999	1	1	3	1	1	971.472726078036	0	0	0	1	0	0	0	1	0	0	20140939	3	3	0	0	0	0	3	0	0.15	0	2914.41817823411
2975000	1	1	2	1	1	466.733202895963	0	1	0	0	0	0	1	1	0	0	20140939	9	2	0	0	0	0	2	0	0.3	0	933.466405791926
2975001	1	1	3	1	1	414.846357659494	0	0	0	1	0	0	0	1	0	0	20140939	9	3	0	0	0	0	3	0	0.15	0	1244.53907297848
2975002	1	1	3	1	1	1366.53410322197	0	0	0	0	0	0	0	0	0	0	20140939	2	3	0	0	0	0	3	0	0	0	4099.60230966592
2975003	1	1	3	1	1	2572.31738461077	0	0	0	0	1	0	0	1	1	0	20140939	2	4	0	0	0	0	3	0	0.25	0	10289.2695384431
2975003	2	1	1	1	1	2572.31738461077	0	1	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.3	0	2572.31738461077
2975004	1	1	2	1	1	1044.76174664462	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	3134.28523993387
2975005	1	1	2	1	1	1048.20083364329	0	0	0	0	0	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.1	0	4192.80333457317
2975006	1	1	1	1	1	2791.64821767078	0	1	0	1	0	0	0	1	0	0	20140939	2	3	0	0	0	0	1	1	0.29	0	8374.94465301234
2975007	1	1	4	1	1	1226.59379644292	0	0	0	0	0	0	0	0	0	0	20140939	3	6	0	0	0	0	4	0	0	0	7359.56277865751
2975008	1	1	2	1	1	785.46175011943	0	0	0	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.15	0	3141.84700047772
2975009	1	1	3	1	1	1120.20141877837	0	0	0	1	0	0	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.15	0	4480.80567511347
2975012	1	1	3	1	1	891.706078508949	0	0	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	3	0	0.1	0	3566.8243140358
2975013	1	1	2	1	1	1100.89864070126	0	1	0	1	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0.15	0	3302.69592210377
2975014	1	1	2	1	1	894.903096304845	0	0	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.1	0	1789.80619260969
2975015	1	1	2	1	1	80.0353974117431	0	0	1	1	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	240.106192235229
2975016	1	1	2	1	1	719.712206866773	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	2159.13662060032
2975017	1	1	2	1	1	756.716879231348	1	1	0	0	0	0	0	0	0	0	20140939	3	2	0	0	0	0	2	0	0.2	0	1513.4337584627
2975018	1	1	3	1	1	456.518861358963	0	0	0	0	0	0	0	1	0	0	20140939	9	5	0	0	0	0	3	0	0.1	0	2282.59430679482
2975019	1	1	2	1	1	564.977724321774	0	0	0	1	0	0	0	1	0	0	20140939	9	6	0	0	0	0	2	1	0.19	0	3389.86634593065
2975020	1	1	2	1	1	397.697268138445	0	0	0	0	1	0	0	1	0	0	20140939	9	4	0	0	0	0	2	0	0.15	0	1590.78907255378
2975021	1	1	1	1	1	587.234355850993	0	0	0	0	0	0	0	0	0	0	20140939	2	2	0	0	0	0	1	0	0	0	1174.46871170199
2975022	1	1	1	1	1	552.832950837973	0	0	0	0	0	0	0	1	0	0	20140939	9	2	0	0	0	0	1	0	0.1	0	1105.66590167595
2975023	1	1	2	1	1	200.960394064951	0	0	0	0	0	0	1	1	0	0	20140939	9	2	0	0	0	0	2	0	0.2	0	401.920788129902
2975024	1	1	1	1	1	735.310843814555	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	1	1	0	0.24	0	1470.62168762911
2975025	1	1	1	1	1	705.976536050347	0	0	0	0	0	0	0	0	0	0	20140939	2	1	0	0	0	0	1	0	0	0	705.976536050347
2975026	1	1	1	1	1	856.806304415886	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	1	1	0.24	0	2570.41891324766
2975028	1	1	1	1	1	659.865738522886	0	0	0	0	0	0	0	1	0	0	20140939	3	1	0	0	0	1	1	0	0.14	0	659.865738522886
2975029	1	1	1	1	1	882.836360904855	0	1	0	0	0	0	0	0	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	882.836360904855
2975391	1	1	1	1	1	2781.13979235725	0	0	0	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	1	1	0.19	0	11124.559169429
2975392	1	1	2	1	1	246.921135385395	0	0	0	0	0	0	0	1	0	0	20140939	4	4	0	0	0	0	2	0	0.1	0	987.684541541582
2975393	1	1	2	1	1	2957.63180238327	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.2	0	8872.8954071498
2975393	2	1	2	1	1	2957.63180238327	0	0	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.1	0	8872.8954071498
2975394	1	1	1	1	3	393.069332558334	0	1	0	1	1	0	0	1	1	1	20140939	9	5	1	0	0	0	1	1	0.58	1	1965.34666279167
2975395	1	1	1	1	1	169.565996634899	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.2	0	339.131993269798
2975397	1	1	2	1	3	337.237943952904	0	0	0	1	1	0	0	0	0	0	20140939	9	5	1	0	0	0	2	0	0.14	0	1686.18971976452
2975399	1	1	2	1	1	963.11902280407	0	0	0	1	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.15	0	1926.23804560814
2975400	1	1	3	1	1	173.57513707194	0	1	0	0	1	0	0	1	0	0	20140939	9	6	0	0	0	0	3	0	0.25	0	1041.45082243164
2975401	1	1	2	1	3	487.734827309855	0	0	0	1	0	0	0	0	0	0	20140939	9	7	1	0	0	0	2	1	0.13	0	3414.14379116898
2975402	1	1	1	1	1	750.162531657829	0	0	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	0	1	0	0.2	0	1500.32506331566
2975403	1	1	3	1	1	847.128734602246	0	0	0	1	0	0	0	0	0	0	20140939	3	3	0	0	0	0	3	0	0.05	0	2541.38620380674
2975404	1	1	2	1	1	912.403274322649	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	2737.20982296795
2975405	1	1	4	1	7	1697.23144076702	0	1	0	0	0	0	0	1	0	0	20140939	9	7	1	0	0	0	4	0	0.24	0	11880.6200853691
2975406	1	1	1	1	1	1239.24091443435	0	1	0	0	0	0	0	1	0	0	20140939	2	5	0	0	0	0	1	1	0.24	0	6196.20457217173
2975407	1	1	1	1	1	1014.27631892813	0	0	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	1	0	0.1	0	3042.8289567844
2975408	1	1	3	1	1	675.804469408497	0	0	0	0	0	0	0	1	1	0	20140939	3	4	0	0	0	0	3	0	0.2	0	2703.21787763399
2975409	1	1	1	1	1	858.131133095992	0	0	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.1	0	1716.26226619198
2975410	1	1	1	1	1	986.761336571981	0	0	0	0	0	0	0	1	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	986.761336571981
2975411	1	1	1	1	1	1340.39927245961	0	1	0	0	1	0	0	1	0	0	20140939	2	3	0	0	0	0	1	1	0.29	0	4021.19781737884
2975412	1	1	1	1	1	750.162531657829	0	1	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	0	1	0	0.3	0	1500.32506331566
2975413	1	1	3	1	1	1025.10889416948	0	0	0	1	0	0	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.15	0	4100.43557667791
2975414	1	1	2	1	1	509.817116056424	0	0	0	0	0	0	0	1	1	0	20140939	3	3	0	0	0	0	2	0	0.2	0	1529.45134816927
2975417	1	1	3	1	1	368.073231657488	0	0	0	0	0	0	0	0	0	0	20140939	3	4	0	0	0	0	3	0	0	0	1472.29292662995
2975418	1	1	1	1	1	440.361785538062	0	0	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	0	1	0	0.2	0	880.723571076123
2975419	1	1	1	1	1	430.117615865344	0	0	0	0	0	0	0	0	0	1	20140939	3	2	0	0	0	0	1	0	0.1	0	860.235231730688
2975420	1	1	3	1	1	372.954174512227	0	0	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	3	0	0.1	0	1118.86252353668
2975421	1	1	4	1	1	2665.9466626253	0	1	0	1	0	0	0	1	0	0	20140939	2	6	0	0	0	0	4	0	0.25	0	15995.6799757518
2975421	2	1	1	1	1	2665.9466626253	0	0	0	0	0	0	0	0	0	0	20140939	2	3	0	0	0	0	1	1	0.04	0	7997.83998787591
2975421	3	1	2	1	1	2665.9466626253	0	0	0	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.15	0	10663.7866505012
2975422	1	1	3	5	1	622.607446528839	0	1	0	1	1	0	0	1	0	0	20140939	3	12	0	1	0	1	3	1	0.42	1	7471.28935834607
2975424	1	1	2	1	1	310.292322220087	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	930.87696666026
2975425	1	1	1	5	1	377.191949947375	0	1	0	1	0	0	0	1	0	0	20140939	3	2	0	1	0	0	1	0	0.29	0	754.38389989475
2975426	1	1	2	1	1	270.129261469978	0	0	0	0	0	0	0	0	0	0	20140939	3	2	0	0	0	0	2	0	0	0	540.258522939955
2975427	1	1	2	5	1	367.111780944194	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	1	0	1	2	0	0.28	0	1101.33534283258
